Tweet,Sarcasm,word_tokens,char_tokens,sentence_tokens,subword_tokens,lemmatized_tweet
"You don't even hardly speak to me Tell me , what could it be that lets you walk away so freely",no,"['you', 'don', ""'"", 't', 'even', 'hardly', 'speak', 'to', 'me', 'tell', 'me', ',', 'what', 'could', 'it', 'be', 'that', 'lets', 'you', 'walk', 'away', 'so', 'freely']","['Y', 'o', 'u', ' ', 'd', 'o', 'n', ""'"", 't', ' ', 'e', 'v', 'e', 'n', ' ', 'h', 'a', 'r', 'd', 'l', 'y', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'm', 'e', ' ', 'T', 'e', 'l', 'l', ' ', 'm', 'e', ' ', ',', ' ', 'w', 'h', 'a', 't', ' ', 'c', 'o', 'u', 'l', 'd', ' ', 'i', 't', ' ', 'b', 'e', ' ', 't', 'h', 'a', 't', ' ', 'l', 'e', 't', 's', ' ', 'y', 'o', 'u', ' ', 'w', 'a', 'l', 'k', ' ', 'a', 'w', 'a', 'y', ' ', 's', 'o', ' ', 'f', 'r', 'e', 'e', 'l', 'y']","[""You don't even hardly speak to me Tell me , what could it be that lets you walk away so freely""]","['you', 'don', ""'"", 't', 'even', 'hardly', 'speak', 'to', 'me', 'tell', 'me', ',', 'what', 'could', 'it', 'be', 'that', 'lets', 'you', 'walk', 'away', 'so', 'freely']","You do n't even hardly speak to me Tell me , what could it be that let you walk away so freely"
"Ah I understand , though . I'm just as embarrassed trying to speak French or Spanish because I'm so bad at those",no,"['ah', 'i', 'understand', ',', 'though', '.', 'i', ""'"", 'm', 'just', 'as', 'embarrassed', 'trying', 'to', 'speak', 'french', 'or', 'spanish', 'because', 'i', ""'"", 'm', 'so', 'bad', 'at', 'those']","['A', 'h', ' ', 'I', ' ', 'u', 'n', 'd', 'e', 'r', 's', 't', 'a', 'n', 'd', ' ', ',', ' ', 't', 'h', 'o', 'u', 'g', 'h', ' ', '.', ' ', 'I', ""'"", 'm', ' ', 'j', 'u', 's', 't', ' ', 'a', 's', ' ', 'e', 'm', 'b', 'a', 'r', 'r', 'a', 's', 's', 'e', 'd', ' ', 't', 'r', 'y', 'i', 'n', 'g', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'F', 'r', 'e', 'n', 'c', 'h', ' ', 'o', 'r', ' ', 'S', 'p', 'a', 'n', 'i', 's', 'h', ' ', 'b', 'e', 'c', 'a', 'u', 's', 'e', ' ', 'I', ""'"", 'm', ' ', 's', 'o', ' ', 'b', 'a', 'd', ' ', 'a', 't', ' ', 't', 'h', 'o', 's', 'e']","['Ah I understand , though .', ""I'm just as embarrassed trying to speak French or Spanish because I'm so bad at those""]","['ah', 'i', 'understand', ',', 'though', '.', 'i', ""'"", 'm', 'just', 'as', 'embarrassed', 'trying', 'to', 'speak', 'french', 'or', 'spanish', 'because', 'i', ""'"", 'm', 'so', 'bad', 'at', 'those']","Ah I understand , though . I 'm just a embarrassed trying to speak French or Spanish because I 'm so bad at those"
"I hope so , I'll try and speak to my tutor Monday I think",no,"['i', 'hope', 'so', ',', 'i', ""'"", 'll', 'try', 'and', 'speak', 'to', 'my', 'tutor', 'monday', 'i', 'think']","['I', ' ', 'h', 'o', 'p', 'e', ' ', 's', 'o', ' ', ',', ' ', 'I', ""'"", 'l', 'l', ' ', 't', 'r', 'y', ' ', 'a', 'n', 'd', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'm', 'y', ' ', 't', 'u', 't', 'o', 'r', ' ', 'M', 'o', 'n', 'd', 'a', 'y', ' ', 'I', ' ', 't', 'h', 'i', 'n', 'k']","[""I hope so , I'll try and speak to my tutor Monday I think""]","['i', 'hope', 'so', ',', 'i', ""'"", 'll', 'try', 'and', 'speak', 'to', 'my', 'tutor', 'monday', 'i', 'think']","I hope so , I 'll try and speak to my tutor Monday I think"
"Glad . It means that our children will , in future , be less afraid to speak out now they are being educated to do so .",no,"['glad', '.', 'it', 'means', 'that', 'our', 'children', 'will', ',', 'in', 'future', ',', 'be', 'less', 'afraid', 'to', 'speak', 'out', 'now', 'they', 'are', 'being', 'educated', 'to', 'do', 'so', '.']","['G', 'l', 'a', 'd', ' ', '.', ' ', 'I', 't', ' ', 'm', 'e', 'a', 'n', 's', ' ', 't', 'h', 'a', 't', ' ', 'o', 'u', 'r', ' ', 'c', 'h', 'i', 'l', 'd', 'r', 'e', 'n', ' ', 'w', 'i', 'l', 'l', ' ', ',', ' ', 'i', 'n', ' ', 'f', 'u', 't', 'u', 'r', 'e', ' ', ',', ' ', 'b', 'e', ' ', 'l', 'e', 's', 's', ' ', 'a', 'f', 'r', 'a', 'i', 'd', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'o', 'u', 't', ' ', 'n', 'o', 'w', ' ', 't', 'h', 'e', 'y', ' ', 'a', 'r', 'e', ' ', 'b', 'e', 'i', 'n', 'g', ' ', 'e', 'd', 'u', 'c', 'a', 't', 'e', 'd', ' ', 't', 'o', ' ', 'd', 'o', ' ', 's', 'o', ' ', '.']","['Glad .', 'It means that our children will , in future , be less afraid to speak out now they are being educated to do so .']","['glad', '.', 'it', 'means', 'that', 'our', 'children', 'will', ',', 'in', 'future', ',', 'be', 'less', 'afraid', 'to', 'speak', 'out', 'now', 'they', 'are', 'being', 'educated', 'to', 'do', 'so', '.']","Glad . It mean that our child will , in future , be le afraid to speak out now they are being educated to do so ."
I liked a video from ONETIME WEBINAR  How to Monetize Meetup So You Can Speak More and,no,"['i', 'liked', 'a', 'video', 'from', 'one', '##time', 'web', '##ina', '##r', 'how', 'to', 'mon', '##eti', '##ze', 'meet', '##up', 'so', 'you', 'can', 'speak', 'more', 'and']","['I', ' ', 'l', 'i', 'k', 'e', 'd', ' ', 'a', ' ', 'v', 'i', 'd', 'e', 'o', ' ', 'f', 'r', 'o', 'm', ' ', 'O', 'N', 'E', 'T', 'I', 'M', 'E', ' ', 'W', 'E', 'B', 'I', 'N', 'A', 'R', ' ', ' ', 'H', 'o', 'w', ' ', 't', 'o', ' ', 'M', 'o', 'n', 'e', 't', 'i', 'z', 'e', ' ', 'M', 'e', 'e', 't', 'u', 'p', ' ', 'S', 'o', ' ', 'Y', 'o', 'u', ' ', 'C', 'a', 'n', ' ', 'S', 'p', 'e', 'a', 'k', ' ', 'M', 'o', 'r', 'e', ' ', 'a', 'n', 'd']",['I liked a video from ONETIME WEBINAR  How to Monetize Meetup So You Can Speak More and'],"['i', 'liked', 'a', 'video', 'from', 'one', '##time', 'web', '##ina', '##r', 'how', 'to', 'mon', '##eti', '##ze', 'meet', '##up', 'so', 'you', 'can', 'speak', 'more', 'and']",I liked a video from ONETIME WEBINAR How to Monetize Meetup So You Can Speak More and
These tuff,no,"['these', 'tu', '##ff']","['T', 'h', 'e', 's', 'e', ' ', 't', 'u', 'f', 'f']",['These tuff'],"['these', 'tu', '##ff']",These tuff
Goodbye from ZEN  Great to speak to so many businesses and sign them up to the Zero Emissions Network ,no,"['goodbye', 'from', 'zen', 'great', 'to', 'speak', 'to', 'so', 'many', 'businesses', 'and', 'sign', 'them', 'up', 'to', 'the', 'zero', 'emissions', 'network']","['G', 'o', 'o', 'd', 'b', 'y', 'e', ' ', 'f', 'r', 'o', 'm', ' ', 'Z', 'E', 'N', ' ', ' ', 'G', 'r', 'e', 'a', 't', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 's', 'o', ' ', 'm', 'a', 'n', 'y', ' ', 'b', 'u', 's', 'i', 'n', 'e', 's', 's', 'e', 's', ' ', 'a', 'n', 'd', ' ', 's', 'i', 'g', 'n', ' ', 't', 'h', 'e', 'm', ' ', 'u', 'p', ' ', 't', 'o', ' ', 't', 'h', 'e', ' ', 'Z', 'e', 'r', 'o', ' ', 'E', 'm', 'i', 's', 's', 'i', 'o', 'n', 's', ' ', 'N', 'e', 't', 'w', 'o', 'r', 'k', ' ']",['Goodbye from ZEN  Great to speak to so many businesses and sign them up to the Zero Emissions Network'],"['goodbye', 'from', 'zen', 'great', 'to', 'speak', 'to', 'so', 'many', 'businesses', 'and', 'sign', 'them', 'up', 'to', 'the', 'zero', 'emissions', 'network']",Goodbye from ZEN Great to speak to so many business and sign them up to the Zero Emissions Network
actions speak louder than words so always listen to what people are telling you with your eyes rather than your ears .,no,"['actions', 'speak', 'louder', 'than', 'words', 'so', 'always', 'listen', 'to', 'what', 'people', 'are', 'telling', 'you', 'with', 'your', 'eyes', 'rather', 'than', 'your', 'ears', '.']","['a', 'c', 't', 'i', 'o', 'n', 's', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'l', 'o', 'u', 'd', 'e', 'r', ' ', 't', 'h', 'a', 'n', ' ', 'w', 'o', 'r', 'd', 's', ' ', 's', 'o', ' ', 'a', 'l', 'w', 'a', 'y', 's', ' ', 'l', 'i', 's', 't', 'e', 'n', ' ', 't', 'o', ' ', 'w', 'h', 'a', 't', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'a', 'r', 'e', ' ', 't', 'e', 'l', 'l', 'i', 'n', 'g', ' ', 'y', 'o', 'u', ' ', 'w', 'i', 't', 'h', ' ', 'y', 'o', 'u', 'r', ' ', 'e', 'y', 'e', 's', ' ', 'r', 'a', 't', 'h', 'e', 'r', ' ', 't', 'h', 'a', 'n', ' ', 'y', 'o', 'u', 'r', ' ', 'e', 'a', 'r', 's', ' ', '.']",['actions speak louder than words so always listen to what people are telling you with your eyes rather than your ears .'],"['actions', 'speak', 'louder', 'than', 'words', 'so', 'always', 'listen', 'to', 'what', 'people', 'are', 'telling', 'you', 'with', 'your', 'eyes', 'rather', 'than', 'your', 'ears', '.']",action speak louder than word so always listen to what people are telling you with your eye rather than your ear .
Finally   and then I'll be able to speak french next year  I hope so ,no,"['finally', 'and', 'then', 'i', ""'"", 'll', 'be', 'able', 'to', 'speak', 'french', 'next', 'year', 'i', 'hope', 'so']","['F', 'i', 'n', 'a', 'l', 'l', 'y', ' ', ' ', ' ', 'a', 'n', 'd', ' ', 't', 'h', 'e', 'n', ' ', 'I', ""'"", 'l', 'l', ' ', 'b', 'e', ' ', 'a', 'b', 'l', 'e', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'f', 'r', 'e', 'n', 'c', 'h', ' ', 'n', 'e', 'x', 't', ' ', 'y', 'e', 'a', 'r', ' ', ' ', 'I', ' ', 'h', 'o', 'p', 'e', ' ', 's', 'o', ' ']","[""Finally   and then I'll be able to speak french next year  I hope so""]","['finally', 'and', 'then', 'i', ""'"", 'll', 'be', 'able', 'to', 'speak', 'french', 'next', 'year', 'i', 'hope', 'so']",Finally and then I 'll be able to speak french next year I hope so
"if you want to be cool , we can be cool . but your appraisal of the event is based on limited knowledge , so speak softly",no,"['if', 'you', 'want', 'to', 'be', 'cool', ',', 'we', 'can', 'be', 'cool', '.', 'but', 'your', 'app', '##rai', '##sal', 'of', 'the', 'event', 'is', 'based', 'on', 'limited', 'knowledge', ',', 'so', 'speak', 'softly']","['i', 'f', ' ', 'y', 'o', 'u', ' ', 'w', 'a', 'n', 't', ' ', 't', 'o', ' ', 'b', 'e', ' ', 'c', 'o', 'o', 'l', ' ', ',', ' ', 'w', 'e', ' ', 'c', 'a', 'n', ' ', 'b', 'e', ' ', 'c', 'o', 'o', 'l', ' ', '.', ' ', 'b', 'u', 't', ' ', 'y', 'o', 'u', 'r', ' ', 'a', 'p', 'p', 'r', 'a', 'i', 's', 'a', 'l', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 'e', 'v', 'e', 'n', 't', ' ', 'i', 's', ' ', 'b', 'a', 's', 'e', 'd', ' ', 'o', 'n', ' ', 'l', 'i', 'm', 'i', 't', 'e', 'd', ' ', 'k', 'n', 'o', 'w', 'l', 'e', 'd', 'g', 'e', ' ', ',', ' ', 's', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 's', 'o', 'f', 't', 'l', 'y']","['if you want to be cool , we can be cool .', 'but your appraisal of the event is based on limited knowledge , so speak softly']","['if', 'you', 'want', 'to', 'be', 'cool', ',', 'we', 'can', 'be', 'cool', '.', 'but', 'your', 'app', '##rai', '##sal', 'of', 'the', 'event', 'is', 'based', 'on', 'limited', 'knowledge', ',', 'so', 'speak', 'softly']","if you want to be cool , we can be cool . but your appraisal of the event is based on limited knowledge , so speak softly"
Worst decision I've ever made  ,no,"['worst', 'decision', 'i', ""'"", 've', 'ever', 'made']","['W', 'o', 'r', 's', 't', ' ', 'd', 'e', 'c', 'i', 's', 'i', 'o', 'n', ' ', 'I', ""'"", 'v', 'e', ' ', 'e', 'v', 'e', 'r', ' ', 'm', 'a', 'd', 'e', ' ', ' ']","[""Worst decision I've ever made""]","['worst', 'decision', 'i', ""'"", 've', 'ever', 'made']",Worst decision I 've ever made
just tried ringing you but I think your phones off so I'll speak to you tomorrow x,no,"['just', 'tried', 'ringing', 'you', 'but', 'i', 'think', 'your', 'phones', 'off', 'so', 'i', ""'"", 'll', 'speak', 'to', 'you', 'tomorrow', 'x']","['j', 'u', 's', 't', ' ', 't', 'r', 'i', 'e', 'd', ' ', 'r', 'i', 'n', 'g', 'i', 'n', 'g', ' ', 'y', 'o', 'u', ' ', 'b', 'u', 't', ' ', 'I', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'y', 'o', 'u', 'r', ' ', 'p', 'h', 'o', 'n', 'e', 's', ' ', 'o', 'f', 'f', ' ', 's', 'o', ' ', 'I', ""'"", 'l', 'l', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'y', 'o', 'u', ' ', 't', 'o', 'm', 'o', 'r', 'r', 'o', 'w', ' ', 'x']","[""just tried ringing you but I think your phones off so I'll speak to you tomorrow x""]","['just', 'tried', 'ringing', 'you', 'but', 'i', 'think', 'your', 'phones', 'off', 'so', 'i', ""'"", 'll', 'speak', 'to', 'you', 'tomorrow', 'x']",just tried ringing you but I think your phone off so I 'll speak to you tomorrow x
how could you speak down on your female to impress the next that's so weak .,no,"['how', 'could', 'you', 'speak', 'down', 'on', 'your', 'female', 'to', 'impress', 'the', 'next', 'that', ""'"", 's', 'so', 'weak', '.']","['h', 'o', 'w', ' ', 'c', 'o', 'u', 'l', 'd', ' ', 'y', 'o', 'u', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'd', 'o', 'w', 'n', ' ', 'o', 'n', ' ', 'y', 'o', 'u', 'r', ' ', 'f', 'e', 'm', 'a', 'l', 'e', ' ', 't', 'o', ' ', 'i', 'm', 'p', 'r', 'e', 's', 's', ' ', 't', 'h', 'e', ' ', 'n', 'e', 'x', 't', ' ', 't', 'h', 'a', 't', ""'"", 's', ' ', 's', 'o', ' ', 'w', 'e', 'a', 'k', ' ', '.']","[""how could you speak down on your female to impress the next that's so weak .""]","['how', 'could', 'you', 'speak', 'down', 'on', 'your', 'female', 'to', 'impress', 'the', 'next', 'that', ""'"", 's', 'so', 'weak', '.']",how could you speak down on your female to impress the next that 's so weak .
"actions speak louder than words , so just know your words are dirt to me until you prove it to me",no,"['actions', 'speak', 'louder', 'than', 'words', ',', 'so', 'just', 'know', 'your', 'words', 'are', 'dirt', 'to', 'me', 'until', 'you', 'prove', 'it', 'to', 'me']","['a', 'c', 't', 'i', 'o', 'n', 's', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'l', 'o', 'u', 'd', 'e', 'r', ' ', 't', 'h', 'a', 'n', ' ', 'w', 'o', 'r', 'd', 's', ' ', ',', ' ', 's', 'o', ' ', 'j', 'u', 's', 't', ' ', 'k', 'n', 'o', 'w', ' ', 'y', 'o', 'u', 'r', ' ', 'w', 'o', 'r', 'd', 's', ' ', 'a', 'r', 'e', ' ', 'd', 'i', 'r', 't', ' ', 't', 'o', ' ', 'm', 'e', ' ', 'u', 'n', 't', 'i', 'l', ' ', 'y', 'o', 'u', ' ', 'p', 'r', 'o', 'v', 'e', ' ', 'i', 't', ' ', 't', 'o', ' ', 'm', 'e']","['actions speak louder than words , so just know your words are dirt to me until you prove it to me']","['actions', 'speak', 'louder', 'than', 'words', ',', 'so', 'just', 'know', 'your', 'words', 'are', 'dirt', 'to', 'me', 'until', 'you', 'prove', 'it', 'to', 'me']","action speak louder than word , so just know your word are dirt to me until you prove it to me"
"Such a nice day out , let's go swimming ",no,"['such', 'a', 'nice', 'day', 'out', ',', 'let', ""'"", 's', 'go', 'swimming']","['S', 'u', 'c', 'h', ' ', 'a', ' ', 'n', 'i', 'c', 'e', ' ', 'd', 'a', 'y', ' ', 'o', 'u', 't', ' ', ',', ' ', 'l', 'e', 't', ""'"", 's', ' ', 'g', 'o', ' ', 's', 'w', 'i', 'm', 'm', 'i', 'n', 'g', ' ']","[""Such a nice day out , let's go swimming""]","['such', 'a', 'nice', 'day', 'out', ',', 'let', ""'"", 's', 'go', 'swimming']","Such a nice day out , let 's go swimming"
and I during bleacher mania   ,no,"['and', 'i', 'during', 'b', '##lea', '##cher', 'mania']","['a', 'n', 'd', ' ', 'I', ' ', 'd', 'u', 'r', 'i', 'n', 'g', ' ', 'b', 'l', 'e', 'a', 'c', 'h', 'e', 'r', ' ', 'm', 'a', 'n', 'i', 'a', ' ', ' ', ' ']",['and I during bleacher mania'],"['and', 'i', 'during', 'b', '##lea', '##cher', 'mania']",and I during bleacher mania
"If anyone is paying sick amount of  bills & want to pay less then just dm me your name & number , so an adviser will speak to you soon x",no,"['if', 'anyone', 'is', 'paying', 'sick', 'amount', 'of', 'bills', '&', 'want', 'to', 'pay', 'less', 'then', 'just', 'd', '##m', 'me', 'your', 'name', '&', 'number', ',', 'so', 'an', 'adviser', 'will', 'speak', 'to', 'you', 'soon', 'x']","['I', 'f', ' ', 'a', 'n', 'y', 'o', 'n', 'e', ' ', 'i', 's', ' ', 'p', 'a', 'y', 'i', 'n', 'g', ' ', 's', 'i', 'c', 'k', ' ', 'a', 'm', 'o', 'u', 'n', 't', ' ', 'o', 'f', ' ', ' ', 'b', 'i', 'l', 'l', 's', ' ', '&', ' ', 'w', 'a', 'n', 't', ' ', 't', 'o', ' ', 'p', 'a', 'y', ' ', 'l', 'e', 's', 's', ' ', 't', 'h', 'e', 'n', ' ', 'j', 'u', 's', 't', ' ', 'd', 'm', ' ', 'm', 'e', ' ', 'y', 'o', 'u', 'r', ' ', 'n', 'a', 'm', 'e', ' ', '&', ' ', 'n', 'u', 'm', 'b', 'e', 'r', ' ', ',', ' ', 's', 'o', ' ', 'a', 'n', ' ', 'a', 'd', 'v', 'i', 's', 'e', 'r', ' ', 'w', 'i', 'l', 'l', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'y', 'o', 'u', ' ', 's', 'o', 'o', 'n', ' ', 'x']","['If anyone is paying sick amount of  bills & want to pay less then just dm me your name & number , so an adviser will speak to you soon x']","['if', 'anyone', 'is', 'paying', 'sick', 'amount', 'of', 'bills', '&', 'want', 'to', 'pay', 'less', 'then', 'just', 'd', '##m', 'me', 'your', 'name', '&', 'number', ',', 'so', 'an', 'adviser', 'will', 'speak', 'to', 'you', 'soon', 'x']","If anyone is paying sick amount of bill & want to pay le then just dm me your name & number , so an adviser will speak to you soon x"
Its late and its still so crowded ..,no,"['its', 'late', 'and', 'its', 'still', 'so', 'crowded', '.', '.']","['I', 't', 's', ' ', 'l', 'a', 't', 'e', ' ', 'a', 'n', 'd', ' ', 'i', 't', 's', ' ', 's', 't', 'i', 'l', 'l', ' ', 's', 'o', ' ', 'c', 'r', 'o', 'w', 'd', 'e', 'd', ' ', '.', '.']",['Its late and its still so crowded ..'],"['its', 'late', 'and', 'its', 'still', 'so', 'crowded', '.', '.']",Its late and it still so crowded ..
"If You Don't Fuck W Me , raised_hand You Gotta Speak Up , So When I'm Shittin On These Mfs I Won't Forget To Shit On You Too kiss_mark",no,"['if', 'you', 'don', ""'"", 't', 'fuck', 'w', 'me', ',', 'raised', '_', 'hand', 'you', 'gotta', 'speak', 'up', ',', 'so', 'when', 'i', ""'"", 'm', 'shit', '##tin', 'on', 'these', 'm', '##fs', 'i', 'won', ""'"", 't', 'forget', 'to', 'shit', 'on', 'you', 'too', 'kiss', '_', 'mark']","['I', 'f', ' ', 'Y', 'o', 'u', ' ', 'D', 'o', 'n', ""'"", 't', ' ', 'F', 'u', 'c', 'k', ' ', 'W', ' ', 'M', 'e', ' ', ',', ' ', 'r', 'a', 'i', 's', 'e', 'd', '_', 'h', 'a', 'n', 'd', ' ', 'Y', 'o', 'u', ' ', 'G', 'o', 't', 't', 'a', ' ', 'S', 'p', 'e', 'a', 'k', ' ', 'U', 'p', ' ', ',', ' ', 'S', 'o', ' ', 'W', 'h', 'e', 'n', ' ', 'I', ""'"", 'm', ' ', 'S', 'h', 'i', 't', 't', 'i', 'n', ' ', 'O', 'n', ' ', 'T', 'h', 'e', 's', 'e', ' ', 'M', 'f', 's', ' ', 'I', ' ', 'W', 'o', 'n', ""'"", 't', ' ', 'F', 'o', 'r', 'g', 'e', 't', ' ', 'T', 'o', ' ', 'S', 'h', 'i', 't', ' ', 'O', 'n', ' ', 'Y', 'o', 'u', ' ', 'T', 'o', 'o', ' ', 'k', 'i', 's', 's', '_', 'm', 'a', 'r', 'k']","[""If You Don't Fuck W Me , raised_hand You Gotta Speak Up , So When I'm Shittin On These Mfs I Won't Forget To Shit On You Too kiss_mark""]","['if', 'you', 'don', ""'"", 't', 'fuck', 'w', 'me', ',', 'raised', '_', 'hand', 'you', 'gotta', 'speak', 'up', ',', 'so', 'when', 'i', ""'"", 'm', 'shit', '##tin', 'on', 'these', 'm', '##fs', 'i', 'won', ""'"", 't', 'forget', 'to', 'shit', 'on', 'you', 'too', 'kiss', '_', 'mark']","If You Do n't Fuck W Me , raised_hand You Got ta Speak Up , So When I 'm Shittin On These Mfs I Wo n't Forget To Shit On You Too kiss_mark"
This picture is so  we don't want to speak English ,no,"['this', 'picture', 'is', 'so', 'we', 'don', ""'"", 't', 'want', 'to', 'speak', 'english']","['T', 'h', 'i', 's', ' ', 'p', 'i', 'c', 't', 'u', 'r', 'e', ' ', 'i', 's', ' ', 's', 'o', ' ', ' ', 'w', 'e', ' ', 'd', 'o', 'n', ""'"", 't', ' ', 'w', 'a', 'n', 't', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'E', 'n', 'g', 'l', 'i', 's', 'h', ' ']","[""This picture is so  we don't want to speak English""]","['this', 'picture', 'is', 'so', 'we', 'don', ""'"", 't', 'want', 'to', 'speak', 'english']",This picture is so we do n't want to speak English
that's so nice of you .,no,"['that', ""'"", 's', 'so', 'nice', 'of', 'you', '.']","['t', 'h', 'a', 't', ""'"", 's', ' ', 's', 'o', ' ', 'n', 'i', 'c', 'e', ' ', 'o', 'f', ' ', 'y', 'o', 'u', ' ', '.']","[""that's so nice of you .""]","['that', ""'"", 's', 'so', 'nice', 'of', 'you', '.']",that 's so nice of you .
Nih min buat fans arsenal supersoccer  D,no,"['ni', '##h', 'min', 'bu', '##at', 'fans', 'arsenal', 'super', '##so', '##cc', '##er', 'd']","['N', 'i', 'h', ' ', 'm', 'i', 'n', ' ', 'b', 'u', 'a', 't', ' ', 'f', 'a', 'n', 's', ' ', 'a', 'r', 's', 'e', 'n', 'a', 'l', ' ', 's', 'u', 'p', 'e', 'r', 's', 'o', 'c', 'c', 'e', 'r', ' ', ' ', 'D']",['Nih min buat fans arsenal supersoccer  D'],"['ni', '##h', 'min', 'bu', '##at', 'fans', 'arsenal', 'super', '##so', '##cc', '##er', 'd']",Nih min buat fan arsenal supersoccer D
Knew this would happen .,no,"['knew', 'this', 'would', 'happen', '.']","['K', 'n', 'e', 'w', ' ', 't', 'h', 'i', 's', ' ', 'w', 'o', 'u', 'l', 'd', ' ', 'h', 'a', 'p', 'p', 'e', 'n', ' ', '.']",['Knew this would happen .'],"['knew', 'this', 'would', 'happen', '.']",Knew this would happen .
good seeing you last night . haha,no,"['good', 'seeing', 'you', 'last', 'night', '.', 'ha', '##ha']","['g', 'o', 'o', 'd', ' ', 's', 'e', 'e', 'i', 'n', 'g', ' ', 'y', 'o', 'u', ' ', 'l', 'a', 's', 't', ' ', 'n', 'i', 'g', 'h', 't', ' ', '.', ' ', 'h', 'a', 'h', 'a']","['good seeing you last night .', 'haha']","['good', 'seeing', 'you', 'last', 'night', '.', 'ha', '##ha']",good seeing you last night . haha
I can't even speak to them face to face anyway so why would they need me,no,"['i', 'can', ""'"", 't', 'even', 'speak', 'to', 'them', 'face', 'to', 'face', 'anyway', 'so', 'why', 'would', 'they', 'need', 'me']","['I', ' ', 'c', 'a', 'n', ""'"", 't', ' ', 'e', 'v', 'e', 'n', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 't', 'h', 'e', 'm', ' ', 'f', 'a', 'c', 'e', ' ', 't', 'o', ' ', 'f', 'a', 'c', 'e', ' ', 'a', 'n', 'y', 'w', 'a', 'y', ' ', 's', 'o', ' ', 'w', 'h', 'y', ' ', 'w', 'o', 'u', 'l', 'd', ' ', 't', 'h', 'e', 'y', ' ', 'n', 'e', 'e', 'd', ' ', 'm', 'e']","[""I can't even speak to them face to face anyway so why would they need me""]","['i', 'can', ""'"", 't', 'even', 'speak', 'to', 'them', 'face', 'to', 'face', 'anyway', 'so', 'why', 'would', 'they', 'need', 'me']",I ca n't even speak to them face to face anyway so why would they need me
Free condoms and lube  ,no,"['free', 'condoms', 'and', 'lu', '##be']","['F', 'r', 'e', 'e', ' ', 'c', 'o', 'n', 'd', 'o', 'm', 's', ' ', 'a', 'n', 'd', ' ', 'l', 'u', 'b', 'e', ' ', ' ']",['Free condoms and lube'],"['free', 'condoms', 'and', 'lu', '##be']",Free condom and lube
if I played football this is what they would make me do  via,no,"['if', 'i', 'played', 'football', 'this', 'is', 'what', 'they', 'would', 'make', 'me', 'do', 'via']","['i', 'f', ' ', 'I', ' ', 'p', 'l', 'a', 'y', 'e', 'd', ' ', 'f', 'o', 'o', 't', 'b', 'a', 'l', 'l', ' ', 't', 'h', 'i', 's', ' ', 'i', 's', ' ', 'w', 'h', 'a', 't', ' ', 't', 'h', 'e', 'y', ' ', 'w', 'o', 'u', 'l', 'd', ' ', 'm', 'a', 'k', 'e', ' ', 'm', 'e', ' ', 'd', 'o', ' ', ' ', 'v', 'i', 'a']",['if I played football this is what they would make me do  via'],"['if', 'i', 'played', 'football', 'this', 'is', 'what', 'they', 'would', 'make', 'me', 'do', 'via']",if I played football this is what they would make me do via
