Tweet,Sarcasm
"HA , I have strep throat  Cool . Good thing my voice is my instrument .   unamused_face face_with_medical_mask weary_face",yes
I love being talked down to ,yes
I'm glad the quiz questions correspond with the chapter ,yes
Can't wait to get up bright and early tmrw  ,yes
1010 thanks for replying ,yes
I love guys who love to stir up shit then want to play the victims after . ,yes
Glad that the pulse isn't busy ,yes
Another nice family dinner ,yes
I love Summit runs  ,yes
I'm going to live my life be who I want to be with speak and be friends with whoever I want to and you have no say so quit stressing off me .,yes
I'm glad pathophysiology isn't one of those important classes that the professor needs to show up for . ,yes
At least it was a great sports weekend  ,yes
I love that my hair naturally parts down the middle .,yes
I love that pappadeaux let's me get off work around traffic hour .  ,yes
I love feeling sick and having zero appetite on a daily basis grinning_face_with_smiling_eyes ,yes
I laughed out loud at Total Eclipse of the Heart and Portrait Studio .   ,yes
I love having a brother who never texts me back about niece or how he is doing   ,yes
I love being tackled at practice twice  ,yes
 i'll start studying at 5   weary_face ,yes
everyone at home is so happy today . ,yes
Any land in which parents do not have first and last authority over what and how their children learn    . ✿ Anthony Esolen,yes
I'm currently exhausted and look like shit  Yay for being called into work  ,yes
"Congratulations on being such a respectable young adult . Really . Your attitude , actions and words are truly something to look up to . ",yes
Going to listen to Stars Are Aligned just one more time ..  P,yes
Suns out and I'm working ,yes
I have to sit in biology for three hours tomorrow so  Speak for yourself  loudly_crying_face,yes
I love how people just don't react if you text them questions . Makes life easy . ,yes
I just love how you're always there for me ,yes
Well that was fun .. but not really .  ,yes
Because being a bitch in front of everyone is so classy . ,yes
I am so excited to see Stephen Dubner speak this morning at  Love his books  ,yes
I'm just sitting alone eating lunch in my car thinking about the great bunch of people I work with .,yes
I mean who doesn't love seeing the hatred in someone's eyes as they look at you ,yes
I love working midnights ,yes
"I just love when a business updates their hours , but forgets to make the changes to their Facebook page .",yes
I just love getting rained on while wearing white shoes expressionless_face ,yes
i just love when people don't send a snap back  ,yes
don't you love feeling like every single person you care about hates you  I know I do   ,yes
"I'm allergic to stupidity , I break out in Sarcasm ",yes
I LOVE BEING WOKEN UP ,yes
I literally have more guys hit on me then girls ,yes
Can't wait to do a whole lot of nothing today  ,yes
I love how people in my school think it's a joke that someone wants to get involved in charity . ,yes
I just love how people try to tell me how I should feel . ,yes
good luck with your new drummer then  I am sure he'll be loved . ,yes
Sitting on bio class  Excited   ,yes
 hour lab  ye thats what I want to do right now  ,yes
Good thing I was prepared for the rain . In my white shirt . With my resume paper and laptop in my bag .  ,yes
Danny Welbeck is definitely doing for Arsenal what Sturridge is and has done for Liverpool  ,yes
Apparently it's hard to be funny with a swollen throat and sleep deficiency .  ,yes
I LOVE when I am an hour late . ,yes
At least we have Matt Cassel ,yes
For the first time in my life I literally spent an entire weekend doing school work and reading  ,yes
Ahh  to be 20 again  and know nothing but convince myself I know everything . Oh how I pine for that level of delusion .,yes
My favorite thing ever is when John farts when we're trying to fix a form .,yes
had a suprise maths test today in finance i was so pleased about that ,yes
Yay for 4 and a half hour sleep .  ,yes
I am literally the worlds all time best BSer on essays . Just finished an entire ethnography In less than  hours . ,yes
I love how I have so much energy when I want to go to bed . ,yes
Good to know Kylie's on drugs .  ,yes
I kiss boys to smoke with me . ; ,yes
I love when you ignore me  ,yes
I just so love getting called into work early  loudly_crying_face water_pistol,yes
Best thing about college is is that everyone gets sick at the same time  unamused_face unamused_face unamused_face ,yes
I love it when someone won't admit that you're right so that they can keep up the illusion that they're smarter than you are .,yes
Wow algebra is the best way to start off my day ,yes
I love waking up in the middle of the night to cramps . ,yes
I love macroeconomics  ,yes
Good thing I'm starting my hw early tonight  ,yes
todays gonna be fun .  ,yes
so we trend and they trend  what a lovely fanbase they have there .   ,yes
In a shocking upset it rained today at grove city college ,yes
"Yes annoying hotel guests , please take your pet elephant for a walk outside the room at 4am , when normal people are trying to sleep ",yes
"This tweet is for you mom , please stalk me some more ",yes
I love when my A  C decides to start making high pitch screeching noises in the middle of the night . Didn't scare me at all ,yes
I just love getting up this early to go into school   ,yes
Absolutely PERFECT time to have a fire alarm ,yes
So glad i'm losing sleep over someone I barely know   ,yes
Yeah my thumb's fine thanks mum and I'm so happy that you feel going for a walk is more important than preparing me for sixth form . ,yes
Please keep ignoring me for all of senior year . It's not like we ' re friends with the exact same people .  ,yes
Oh yeah .. you're really making an effort ..  ,yes
Injections are fun . ,yes
Cool lets not fix the things you don't need parts for and don't tell me we need to order other parts  ,yes
"Miley Cyrus quotes the Buddha . Wow , isn't she a dedicated Christian , just like she always says  ",yes
"5 12 hours of sleep , sure I'm ready for a 6am practice  .",yes
Worst headache of my entire life .. Can barely even stand up or open my eyes    ,yes
My oatmeal exploded in the microwave . What a great start to my day  ,yes
Just another leftwing conspiracy by our Americahating President to make sure EVERYONE can vote . ,yes
Homework is so fun   ,yes
"Going from one babysitting job to another babysitting job , then another babysitting job today . This will be fun . ",yes
Cowboy boots and shorts  Classy . ,yes
"I don't know why you're always talking about yourself to me . Why not ask how I'm doing  I'm doing great , thanks for asking . ",yes
The school board's wisest budget cut has to be the one that includes new MacBook's for faculty members ,yes
Love when you don't have two minutes to send me a quick text ,yes
Nice to see Bobby Jindal not using a lifethreatening storm as a platform to advance the GOP cause . ,yes
being up early after getting no sleep ,yes
My tech class has 1 people in it  10 of them are freshmen .  ,yes
Oh how I love those jerks out there    ,yes
Please everyone post a picture of opening ceremony to Facebook . ,yes
I really like how the rains just gunna mess up my hair,yes
Love being wide awake at this time  ,yes
Another lovely day in the job site ,yes
The campus police here at USI are so friendly . They left me a nice little present on my car   ,yes
Please send me more invites to get the dislike button . The first 500 were clearly not enough .,yes
Yay for  hour chem labs . ,yes
"Darn it , I forgot to take pictures with trees today . ",yes
Spinners games are not fun when theyr with my fam  quality start to the long weekend ,yes
I'm glad I look absolutely stunning in the mornings,yes
", thanks for keeping it simple because I'm really stupid      ",yes
I'm ending my summer off great sitting inside all day doing nothing laugh out loud,yes
I love when i'm running late and other drivers want to drive the speed limit  ,yes
"Oh no , it's okay . I would love to just sit around waiting in financial aid all day because its not like I have anything else to do ",yes
At least my alarm woke me up in time for class this morning ,yes
"Best part of being a new mom  unwarranted , condescending advice from strangers .",yes
I'm glad everyone in my house is in such a great mood .. ,yes
Yeah let's just put all of my business in the open ,yes
first day of classes  ,yes
I can't even describe how excited I am to go cook noodles for  hours ,yes
"when you get cheated on , the first thing you should do is take them on Jeremy Kyle .. obviously that's the logical solution ",yes
"Dear Teva , thank you for waking me up every few hours by howling . Your just trying to be mother natures alarm clock . ",yes
Nothing like getting stuck babysitting  You get to watch the Disney channel all day  ,yes
can't wait until Friday when we get to wear our band uniforms in 90 degree weather,yes
Well that was a brilliant attempt at sleep . ,yes
Making friends solely based on our shared interest in sarcasm . Basically going to be best friends . ,yes
I love the way you lie ,yes
when Darth baby won't stop screaming long enough to eat . Is it Wednesday yet   ,yes
"Oversleeping for my 9 o'clock class and chapel , then waking up with a huge migraine   ",yes
"Breaking news  After the excitement of finishing filing all the B's yesterday , today I start on the C's . Work is so exciting   ",yes
That plan to go to bed earlier in preparation for school went well . ,yes
 he looked like a potato shoved into jeans  An example of songwriting at its finest .,yes
I love doing 90 and 100 yard sprints just for warmups in football . ,yes
"took sleeping meds  hours ago , glad to see they ' re working  .  ",yes
I re a lly hope the entire population of peterborough county enjoys their a & w  ,yes
Being allergic to my own house is one of the greatest things ever . ,yes
Nothing like waking up at 7 for a good ol ' Doctors Appointment . ,yes
"I just love being called & woken up at 80am , after having been asleep only an hour , & screamed at by both my parents . So fun . ",yes
yay for awkward 2 hour breaks between classes ,yes
Getting pulled over is a great way to start my morning  ,yes
"Off to soccer practice , could hell week be any more fun ",yes
Just another original apple invention . A notification shade . Where do they come up with this stuff ,yes
can't wait to make this 10 min walk to class to sit and listen to my bob barker lookin ass Prof talk for an hour fifteen . ,yes
That was exactly how I wanted to spend half my day ,yes
Two classes on the engineering quad  Not out of place at all  ,yes
ah the elephants are awake upstairs . fantastic ,yes
Get the fxck out laugh out loud   SOOWOO RT I like them cyberthugs  laugh out loud they meann  ,yes
"I love me n that apologize and don't know why they've upset you in the first place , makes me smile to know you listened and adjusted",yes
my legs are so sore . and I have sunburn on my scalp . band camp is getting off to a great start . ,yes
"Yeah , just ignore me  That TOTALLY the right way to handle this   ",yes
"that's cool , dangelos , take your time making my food  it's not like I have a time limit for my break or anything  ",yes
Really looking forward to cycling through the rain . ,yes
I totally enjoy when my managers tell me I look  hit  all the time . ,yes
Yay for an hour and a half of sleep  ,yes
Thank you Facebook for making me update my  real  name  ,yes
Oh hey it's raining in Greenville . What a huge surprise ,yes
Of course I have the earliest appointment at the dmv and the computers crashed last night  ,yes
is ending . You mean I won't be able to watch over paid snotty party animals anymore ,yes
Soo excited to try to sleep with my back hurting  ,yes
I love waking to everyone being rude to me . Today's gonna be fantastic ,yes
Yay . School . If you could only see the joy on my face .,yes
Love being left alone in the hall while people go and sing ,yes
My train got canceled .. Good way to start the day   .  ,yes
"Post all your inside jokes over facebook , I really want to hear about them ",yes
Welp  I'm guessing the person that invented those mini car vacuums was a parent . I can almost guarantee it .,yes
Nothing like a flight cancelation to add a bit of excitement  ,yes
I love feeling like I'm being lied to . it's my faaaaaav  ,yes
"Yeah , I'm all about to marry someone serving life in prison . Makes perfect sense . ",yes
I love how 2 of the most disrespectful girls on the team are captains  Just Love It  ,yes
everytime i go to the pub at least one person tells me my mum is hot  fit  stunning  milf  etc ..  makes me feel great ,yes
I fucking love liars . ,yes
ohh the people who get to quit their jobs when they go back to school .. what a tough life ,yes
Thirsty Thursday's make going to a Friday morning class so much better ,yes
Love waking up to dig puke piles in the morning   ,yes
Visit to the dentist and changing a flat  two of my favorite things in one morning . Talk about stars aligning  ,yes
Always said delaney was amazing  ,yes
Arguing with my mom is the best .. lem me tell ya,yes
If I ever need a brain transplant I ' d choose yours because I ' d want a brain that had never been used,yes
Went to sleep at 5pm woke at 2am  Jet lag is just an all round good time ^,yes
Having a driving license without a car is the best ,yes
Oh no new texts  What a surprise  ,yes
" Oh hey , let me talk to another dentist about our kids field trips while i poke the shit outta your mouth   I love the dentist .",yes
Oh how I just love being the only girl in the class  ,yes
I love it when the bus smells like cat piss and dirty laundry   ,yes
Love when the Internet goes down at work   ,yes
No really . I can sleep quite well while I'm upset . ,yes
Time for a  hour class .  ,yes
"D i dnt sleep lots last night , good thing my computer is down and i get to do nothing at work . ",yes
That 100 degree heat index made that one of my most enjoyable runs to date  ,yes
Filling out medical forms is how I like to spend my Tuesday mornings   ,yes
I'm in such a good mood today so I feel it's in my best interest to not speak to anyone cause then they can't ruin it ,yes
Wow  You wore you r  Tom's  and brought your dog to Chickabiddy  You must be the coolest people in Morehead .. glad I could see you .,yes
"Gon na have to do another unfollow spree later today , yeah , those are always fun . ",yes
So excited for my family hike at 9 freaking o'clock in the morning  I love not sleeping in on my day off .,yes
Just love it when my guys clean their desks and put all that paper in their out boxes for me to deal with .  ,yes
Thanks for telling us the class catalogue was finally up for DL four days before school starts .   ,yes
"they canceled Jersey Shore  wow , what am I going to do now ",yes
Yay for an 8am class on Friday . ,yes
"Class , sleep , class , work .  ",yes
I just love waking up being yelled at what a lovely morning ,yes
Greaaaaaat  Jus wat we need RT  SAfmnews  The drought in the United States is likely to push food up prices in South Africa .  ,yes
Getting a plastic fish thrown at me by a one and a half year old is a great experience ,yes
It's great when you're mom wakes you up just to yell at me then she yells at me the entire morning  ,yes
Do you know what I love  Apartment construction at 7 a . m .  mornings in a row  ,yes
Just realized I can't go north to 8  Hooray for the Grand Prix ,yes
Make sure you take a really long ti me to text me back .,yes
Nothing like being in class two hours and having two hours to go  ,yes
Every  year old needs a Facebook or a Twitter . Because they really care about that . ,yes
Got ta love getting up early on your two days off and doing harder work then normal without bieng paid  ,yes
So happy to just find out uoit decided to reschedule all my lectures and tutorials for me to night classes at the exact same times  ,yes
oh and yay work directly after all my classes ,yes
thanks for making me feel soo much better     ,yes
Morning classes are my favesiess Good thing there's a French kid in my class to entertain me  ,yes
"Bronchitis , eat infection and a fever . Makes for a great start to my labor day weekend",yes
It bothers me that ` Beliebers ' are saying NOW ONLY they heard JB's coming to SA  .. Did u NOT see his tweet 2MONTHS AGO   ,yes
You know what I love doing  Rehashing old arguments . ,yes
I love that im wide awake with him sound asleep next to me ,yes
"Haven't been able to sleep , so I've been playing Words With Friends and Angry Birds all night . What a thrilling life I lead . ",yes
So glad I'm retaking physics . It's even more fun the second time around  Asian Accents are so easy to understand  ,yes
Having to go to college today to enroll for the second time  ,yes
I really like walking around with 2 diff color flops casue my mom packs mine and says their hers ,yes
isn't it absolutely fantastic that school starts up in four days isn't that just fab can't wait ,yes
Awkward eye contact is just fantastic ,yes
I just love it when people don't text me back . ,yes
Awsome homework on the first day . That's just what I wanted ,yes
Yeah of course play some bass guitar when I'm lying in bed with a head ache . Thanks ,yes
I don't think I ' ll be able to make it through a whole day tomorrow at school without breaking down . So that's cool .,yes
Yeah mom and dad . I love you too ,yes
"Yea , sure . I ' d love to do some heavy lifting up and downs some stairs in this heat",yes
I use to tell people the truth yet they never really know since I only speak sarcastically . ,yes
"I love when I'm doing dishes at work & the water spills all over me , its the best . ",yes
"I'm so glad I set my alarm correctly , woke up on time , and didn't have to jump straight out of bed and run to class . ",yes
laugh out loud getting called uneducated by someone who can't spell ` sense ' or ` sentence ' ,yes
Locking your keys in your car at school is the best feeling in the entire world . ,yes
can't think of a better way to start off my day than with a 8am microbiology class,yes
Being covered in hives is so fun . ,yes
Doesn't everyone love getting allergy shots once a week  ,yes
I ' d like to give a shout out to all the people who text me for a minute then stop responding . You make dreams a reality ,yes
I s everyone as excited about the and conventions as I am       ,yes
Wow  the first day I've ever been to UT and G10 lot was full . What a pain I the ass to find parking   ,yes
"Mum , please . I'm not coming home cos i want to concentrate on my studies this weekend . I'm trying to get 4 flat . For you , ;",yes
Walking into work on an overtime day to have to train a new supervisor who looks like your jerky ex's twin makes for an awesome day ,yes
its amazing how much i cant stand edinboro and its professors right now  ,yes
Yeah because I always lie to you ,yes
at a bus stop with 6 grade nines   ,yes
"25km cycle back from dropping car for a service , need to do lots of then woohoo  Actually love it no  ",yes
I always enjoy doctor appointments ,yes
"a bug flew i n my nose and my mom is ttippin over mt everest . gee , i dont remember why i was dreading this day at all .",yes
I just love freaking being ignored and not texted back .  people ignored me today   I love it it always makes my day . ,yes
I just love my job  ,yes
What beautiful passport photos I just took ,yes
I just attract all the really awesome guys    ,yes
I just started to love my teachers       ,yes
i have a Spanish teacher that doesn't even speak English that well so I just nod whenever she talks to me,yes
I love my  Really I do .  ,yes
"Smoking pot lowers your I Q  Seriously , I had no idea ",yes
Gonna teach some people some home rules and etiquette ;,yes
"I love so hard . It's never for show , it's never to use someone . It's genuine . I can't speak for the ppl I've dated . person_tipping_hand",yes
I love when they play rap music so loud outside the Union that it is impossible to concentrate on my work .  ,yes
"Good job , NFL , you really know how to handle criminals .  ",yes
"Some nights , you just need to eat a mediumsized pizza by yourself and watch pointless TV in your underwear . ",yes
"I have a sore throat , legit sound like Bane . So cool . I could listen to myself speak all day yukno",yes
"Had dinner , packed lunch for tomorrow , got an outfit ready , showered and got in bed . Wow , adult life is so cool  ",yes
I just love it when my work PC refuses to work ,yes
I'm awake when you all are  Go me   really ,yes
I am so happy I have U2 on my phone  ,yes
"Another DVD night , wow aren't I living the student life ",yes
everyone be sure to wish it a happy bday     red_heart  face_blowing_a_kiss face_blowing_a_kiss,yes
"And it gets so hard to speak , every time you get to me . ' Cause I adore you .",yes
 and I deserve to have you erased from my memory . Thanks for the trip to hell and back .,yes
Everything just keeps getting better and better .  angry_face,yes
"Are you  with me on  yet  We have lots of  ,  , and tons of ",yes
I love it when my dog pees on my bed  What a nice morning surprise   angry_face_with_horns prohibited dog_face,yes
I love coming home to this . persevering_face,yes
I'll alert the media  Everyone cares where you live   ,yes
I literally hate almost everyone today ..     pensive_face,yes
I literally almost passed out because I went to shower and there was a huge bug in the shower . ,yes
I love being that person that actually tries to keep a conversation going while texting . I mean thanks for caring about my life . squinting_face_with_tongue,yes
"And my sub is no longer working , what a magnificant day today has been .",yes
I love having such a reliable vehicle . It's so amazing to never have to stress about my car . Really makes life easy . ,yes
Absolutely love being left to hang,yes
I like when mike doesn't tweet me but favorites all my tweets   cc ,yes
I love when people don't text back it makes me so happy ,yes
I love pop quizzes heart_suit heart_suit  ,yes
Everything's just great  smiling_face_with_hearteyes unamused_face,yes
My favorite part about getting my oil changed is how long it takes . ,yes
Can't wait for tomorrow  Let the heckling begin ,yes
Another day with my coworker in a pissy mood . I need to rub off a little bit more so she can speak up when she's being fucked over ,yes
Best way to start the day   ,yes
6.0 am fire alarms are just my favourite,yes
And now I've caught the freshman plague wow this week is just getting better and better,yes
"Excited to see Wes Moore speak tonight  So much to be learned from his story . If you haven't already , read The Other Wes Moore  superb ",yes
All I can say is .. nothing . That just topped my wonderful day .  ,yes
i love hispanic boys so much please speak spanish to me,yes
I just think it's great when a player does a dance on the second play of the game after making a tackle,yes
The history of roman literature is so interesting .. ,yes
Glad my father decided to come visit me even though hes only a town away a phone call wouldve been cool,yes
"Time to get ready , yay  ",yes
days where your ride forgets about you and you're late to school ,yes
I am just having the best . day . ever . clapping_hands,yes
Yay .. school in 7 hours . SO excited,yes
Don't you just love the rumours about you having sex with someone you never had sex with  I know I do  smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes thumbs_up,yes
I literally keep finding myself singing anaconda out loud  ,yes
OMGOMG can't wait for school tomorrow   D,yes
Sometimes I listen to myself speak and I am so damn southern .,yes
12 hour day tomorrow should be a blast ,yes
Beyond excited to be studying birth rates in Poland for a full semester .,yes
I am in awe of people who lie frequently and often . How do you keep it all straight ,yes
"At least when Sharia Law rules the land , we can take solace in the fact that we were politically correct in not being Islamophobic .",yes
I love being single ;  ,yes
I have  different types of mad  hollow_red_circle  When I'm so mad that I cry hollow_red_circle  When I'm mad and I snap hollow_red_circle  When I'm mad and just don't speak to anybody,yes
$ 2 for the next two weeks . Life's awesome . ,yes
I love people who only talk shit on twitter  ,yes
I love it when avocados are mushy on one side and completely unripe on the other .  ,yes
"ebola spreading like  in africa .. obama's response , of course  enough    ",yes
nothing gets me quite as hard as losing ranked games over and over and over . LOVE IT . SO MUCH . ,yes
"Yes , you can speak like a native  We've got the magic potion ",yes
"I love being told I have to meet someone at 90 . Then , being told I have to wait . B  c I don't have anything else to do today ",yes
Oh how I love not being able to breathe out of my nose  confounded_face anxious_face_with_sweat ,yes
Going to school  Yay ,yes
"great to speak with you Tor , I'm so glad that business is Booming . Hard work & passion always pays off , 150 % growth is great ",yes
A creepy guy called me beautiful and asked for my number .. I said I wasn't looking for a boyfriend right now    ,yes
BEING PUT ON HOLD IS SO INFURIATING . so angry . cannot cope with this . 4 companies to speak to .  hours of BS endured already . kill me .,yes
"If the new Apple Pay system delivers on its promise , financial transactions will be revolutionise",yes
Are You Thinking About Making A Permanent Move Somewhere Hot  If so the BBC would love to speak with you ,yes
Being bamboozled with compliments this eve unamused_face disappointed_face,yes
I love how we went from 90 degrees to 60 in one week basically  ,yes
I'm glad that was taken away from me after it was promised .,yes
"Every time a woman is pregnant , you should assume it's pregnancy .. because really all women are is baby factories ",yes
"At my favorite place on earth , immigration .",yes
Had a nice naptime with today   ,yes
I am absolutely  trying to fit in    ,yes
105 degrees in Claremont today   ,yes
"Are you currently doing collaborations with bloggers  If so , I would love to speak further with you .",yes
i just imagined you dancing like this,no
I don't sail dream welcome to reality spoil me with loyalty keep yo cash think nigga ain't shit shouldn't speak so fast BABY I'm 1 of a KIND,no
"You don't even hardly speak to me Tell me , what could it be that lets you walk away so freely",no
"Ah I understand , though . I'm just as embarrassed trying to speak French or Spanish because I'm so bad at those",no
"I hope so , I'll try and speak to my tutor Monday I think",no
"Glad . It means that our children will , in future , be less afraid to speak out now they are being educated to do so .",no
I liked a video from ONETIME WEBINAR  How to Monetize Meetup So You Can Speak More and,no
These tuff,no
Goodbye from ZEN  Great to speak to so many businesses and sign them up to the Zero Emissions Network ,no
actions speak louder than words so always listen to what people are telling you with your eyes rather than your ears .,no
Finally   and then I'll be able to speak french next year  I hope so ,no
"if you want to be cool , we can be cool . but your appraisal of the event is based on limited knowledge , so speak softly",no
Worst decision I've ever made  ,no
just tried ringing you but I think your phones off so I'll speak to you tomorrow x,no
how could you speak down on your female to impress the next that's so weak .,no
"actions speak louder than words , so just know your words are dirt to me until you prove it to me",no
"Such a nice day out , let's go swimming ",no
and I during bleacher mania   ,no
"If anyone is paying sick amount of  bills & want to pay less then just dm me your name & number , so an adviser will speak to you soon x",no
Its late and its still so crowded ..,no
"If You Don't Fuck W Me , raised_hand You Gotta Speak Up , So When I'm Shittin On These Mfs I Won't Forget To Shit On You Too kiss_mark",no
This picture is so  we don't want to speak English ,no
that's so nice of you .,no
Nih min buat fans arsenal supersoccer  D,no
Knew this would happen .,no
good seeing you last night . haha,no
I can't even speak to them face to face anyway so why would they need me,no
Free condoms and lube  ,no
if I played football this is what they would make me do  via,no
So they guy from the Uni basically told me that if I know how to speak english they will accept me and I will be moving to California . Cool .,no
follow me so you can actually speak to me instead of writing bitchy tweets and then deleting them clapping_hands clapping_hands clapping_hands,no
I didn't even speak to her that much but this is so sad .,no
Woo best part is the library tour,no
I get so mad when my friends are being little sissy wipes laugh out loud like staawwp I want to keel you every time you speak,no
Really looking forward to work later ,no
So annoyed about everything and now I have to go to class and give a speech sick af and can barley speak grinning_face_with_sweat grinning_face_with_sweat,no
They outcheaa,no
"Hang on , this isn't my cat ",no
"Henleys Jeans tucked into your slazenger socks , NICE ",no
I hate having a spot so big when you speak to folk you can see them looking at it hahaha FUCK OFF,no
can't even go to class today So Devastated,no
Waiting at the dot  What fun ,no
wow you followed me,no
can't wait to see later today ,no
"i keep getting kicked by the skank   who's scared to even speak to me , so fucking rude .",no
Want to have someone to speak to I'm so bored loudly_crying_face,no
"Sometime wonder why I speak to josh he's so horrible to me , DICK",no
just this week I think . Do you want me to put you in touch so you can speak with the guy ,no
who,no
I hate Twitter ,no
good but there's a lot of Katie's around so I don't know but we need to speak more shaking my head,no
My wife making my cake  ,no
I'm ab out to be knocked tf out .,no
Husband and wife singing tenor together  so sweet,no
Want to speak english but my pronounciation so bad  ,no
I just so happen to black & you just so happen to be white & claiming you a nigga . I got every right to speak my mind aha,no
"I feel so honored 2 organizations , one from NCCU & one from UNCG , want me to come speak at their school relieved_face",no
I don't know . This gives people space to speak on their frustrations so  let it out .,no
"I'd like to . Maybe spanish , bc so many ppl speak it here in California .",no
ikr  Im glad to hear your good I'm cool as well babes I Still speak to lucy  I miss you guys so much  Xxx,no
i finally got to speak to lila though wOw this is so surreal,no
I'd probably know how to speak Spanish so that would've been hella tight ,no
Great day at the open  pic.twitter.comzQ7Y20f,no
My Eagles are so damn icy dog like don't even speak to me,no
How did you learn how to speak English so well   Stay awesome Pewds ,no
"Thanks so much to the brothers of for allowing me to speak yesterday , y'all are a great group of guys . ",no
Man its soo hot down here ..,no
I would like to learn German so that I can speak it at EF and elsewhere ,no
when i speak politly to people they understand wrong so ill be rude,no
"I know the basic stuff , but I did know all and I wanted to speak instead of sign so I forgot most of it",no
"Great , the students are back .",no
People don't be knowing what's really going on in this world so you speak truth it's shocking or crazy to them ,no
Girls that act like boys are so much better to speak to than normal girls,no
I wish I learned how to speak Turkish so I can understand what I'm listening to,no
Bitches get so scary when a nigga speak to em . Fuck your number dawg . I'm just wondering where the brown route stop at .,no
Team building ,no
Do you want a cookie for that  ,no
Saints day tomorrow  Then my birthday   ,no
I don't know gets me so mad when you speak to me,no
So close to the front to see speak tonight at OSU  She is so loved and admired ,no
"Hi Kate , we're very sorry about this . Please email your order  to ftdftdcommunitymanager.com so we can speak with you",no
My daily commute has increased by 125 % . ,no
I'm in a bind of who to play in fantasy this week .. need to have a vision so the ff gods can speak to me,no
I really want to go visit my family in Spain but I also speak no Spanish and my FAM is super old so I have no turn up buddies .,no
I'm helping Sunset Strip Music Festival Jane's Addiction . Need to speak w  you . Plz follow me so I can private message u,no
I downloaded mp 06  escape the fatesmooth . mp ,no
"There is so much bad in the best of us and so much good in the worst of us , that we can't afford to speak negatively against anybody .",no
Looking forward to work tomorrow,no
I don't know why people be so scared to speak to me like I'm some kind of raging bword . I'm actually very nice and loving once you know me,no
Sega Genesis  everything,no
Was great to hear you speak last week in Cornfield's class  Thanks so much ,no
"if I was to speak , I'm sure they would talk back . So No . It's different .",no
bitch so if it wasn't for you to speak on why tf you comment .    Stop trying to be messy bitch b4 you get smaked oml,no
"I heard I talk white .. Nah I just know how to speak correctly  proper English when I want to , I have my own slang nd Lingo smiling_face_with_sunglasses smiling_face_with_sunglasses So many try",no
Everybody be so quick to judge bt don't wanna speak on themselves ,no
I Cant Neva get the words out when I speak to This Man hundred_points weary_face  & It can be some so simple face_without_mouth,no
if I see a commuter train drive straight through west Drayton I'll be furious . So will Hopwood speak to us personally yet ,no
I CAN SPEAK TO SIRI IN FRENCH THIS IS SO EXCITING,no
"I hate to play a race game right now . It honestly , how many caucasian people have heard  wow you speak so well  ",no
So cool to have had the opportunity to hear former editor Harry Rosenfeld speak about journalism from Watergate to today,no
Glad that person was in my dream ,no
it  learn,no
"Confrontation w  the notsogood parts of ourselves is hard , but good . When we allow Jesus ' words to speak , we can receive grace  healing .",no
Thanks to for inviting me to speak to the new class last week . Very encouraging to see so many new faces .,no
Thanks so much for the opportunity to speak with you  ,no
ACT SO DIFFERENTLY HE NEVER USED TO SPEAK TO ME THE WAY HE SPOKE TO OTHERS AND THEN LAST NOVEMBER I FOUND OUT +,no
So Danny's whole platoon got in trouble and they're forbidden to speak all day unless they are addressed by a Sargent ..,no
"I have to be up for court tomorrow , I'm like so nervous I don't know how to speak to a judge laugh out loud im a good girl , I don't know how this shit works",no
There is so many awesome accounts that I want to speak to but I don't dare talk to them,no
godd it is so nice to be able to speak to people in japanese at school lmao,no
There is so much power in the words you speak be careful not to use guile because we are children of God and he does not curse at all ,no
Don't wanna speak nun of my fears and worries into existence .. so ima speaknoevil_monkey on this one and give it to God folded_hands .,no
How can I not speak to someone for months and still get pissed off so easily,no
I don't know how to speak Japanese but I wish I did so I can get noticed by you ,no
I have a lot of friends in this class,no
Fantastic piece of goalkeeping from Pepe Reina again,no
"if you wish to correct a persons behavior , do so by applicable means ; speak of their position , their possessions , their responsibilities",no
I hate hose moods where you just don't even have the energy to speak like I feel so rude but I just don't care today  pensive_face sad_but_relieved_face,no
"Congratulations , your hard work and dedication paid off  So sad I couldn't speak to you crying_face , but it was fantastic seeing you face_blowing_a_kiss clapping_hands",no
about it and I called my mom at lunch but she kept saying hello  so I gave my phone to my friend to talk for me bc I couldn't speak,no
I have to pretend to be asleep so people in my house don't speak to me,no
Twitter  laugh out loud,no
Just wanna say Happy Birthday to my Big Bro  And Happy Birthday to any other Sept 15th babies .. i know a few but they dont speak so  victory_hand raised_fist,no
"yes it does  Aha I wish , if only eh  Well I'm gonna catch an early night so I'll speak to you in a couple of days hun xx",no
I don't know how to speak to people so I'm just 100 % myself all the time and that's probably really weird unless you do actually know me,no
my cousin is 5 years old n he doesnt speak norwegian that well so he mixes norwegian n french n its impossible to understand but so cute,no
"Yes , I'm able to speak Korean , but I'm not so good at it , so I dislike it a bit to talk to Naoki in Korean  ; ;",no
how come you manage to speak my mind yet so much better than my words ever would   ,no
When I speak up when I'm not so post to neutral_face neutral_face,no
i have so many mutuals i never speak to and i want to unfollow them but feel bad,no
I'm glad we studied more about 2pac in hs senior year cos I got to know more about him than I did . & his lyrics are so powerful & speak to u,no
There's an Aussie here promoting one of the CT governor candidates so my only form of entertainment is listening to him speak .,no
